city,station,year,annual_avg,source_url,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
Саянск,3.0,2009,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,2.7,2.0,1.5,1.3,1.2,0.9,0.5,0.3,0.6,1.1,2.5,3.0
Селингинск,1.0,2009,3.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,7.0,7.8,3.8,3.7,2.4,1.2,1.2,1.5,1.0,1.9,2.2,8.5
Серпухов,3.0,2009,2.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,4.4,3.5,2.0,1.8,0.9,1.1,1.4,1.3,1.1,1.5,1.7,4.0
Смоленск,5.0,2009,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.4,2.8,2.8,2.2,2.0,0.9,0.4,0.3,1.0,1.2,1.5,2.5
Ставрополь,7.0,2009,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.5,2.0,1.5,1.2,0.8,0.9,0.4,0.7,0.6,1.5,1.8,2.3
Старый Оскол,1.0,2009,1.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,4.0,3.2,2.7,2.0,1.6,1.4,1.1,0.5,1.1,1.2,1.8,2.5
Старый Оскол,2.0,2009,1.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,4.1,3.5,2.9,2.2,2.0,1.7,0.6,0.4,0.7,1.0,1.6,1.8
Старый Оскол,13.0,2009,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.6,3.0,2.5,1.8,1.4,1.3,0.8,0.4,0.9,1.2,1.5,2.9
Сургут,1.0,2009,1.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,2.5,2.0,1.7,1.4,1.0,0.7,0.6,0.7,1.0,1.2,1.5,2.0
Сызрань,2.0,2009,1.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,4.5,3.8,3.0,2.3,1.7,1.0,0.6,0.6,0.9,1.3,1.5,1.8
Сызрань,3.0,2009,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.2,2.3,1.7,1.6,1.2,0.8,0.3,0.3,0.5,0.7,1.2,1.5
Сыктывкар,9.0,2009,2.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,4.2,3.5,3.0,2.5,1.8,1.2,1.8,1.3,0.7,0.9,1.7,2.5
Сыктывкар,10.0,2009,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,2.7,3.2,2.6,1.8,1.3,0.6,0.6,0.8,0.6,0.7,1.2,2.0
Таганрог,2.0,2009,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.2,2.5,2.0,1.5,0.8,1.2,0.7,0.8,0.9,1.2,2.0,2.6
Тамбов,1.0,2009,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.6,2.6,2.0,1.5,1.1,1.0,0.5,0.6,0.9,1.0,1.6,2.8
Тверь,1.0,2009,2.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.6,3.3,2.6,2.0,1.9,1.2,0.7,1.2,1.7,1.4,3.0,3.4
Тольятти,2.0,2009,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,2.6,2.2,1.8,1.5,1.7,1.6,0.6,0.7,0.9,1.6,1.9,3.2
Тольятти,7.0,2009,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.3,2.7,2.2,2.0,1.4,1.0,0.5,1.1,0.6,0.9,2.9,3.5
Томск,2.0,2009,2.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.8,3.2,2.3,2.1,1.2,0.7,1.0,1.1,0.8,1.2,2.1,4.2
Туймазы,1.0,2009,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,2.2,2.6,1.8,1.6,0.8,0.5,0.6,0.3,0.5,1.2,1.4,2.0
Тула,1.0,2009,2.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,4.2,3.2,2.7,2.5,2.0,1.0,0.5,2.0,2.0,1.7,1.8,2.8
Тула,9.0,2009,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.6,2.4,2.0,1.8,1.5,0.9,0.6,2.2,1.2,1.0,1.4,2.0
Тюмень,3.0,2009,2.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,4.0,3.3,2.8,2.0,1.6,1.1,1.4,1.9,1.4,2.2,2.4,3.8
Улан­Удэ,1.0,2009,4.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,7.1,5.0,3.5,2.8,1.8,1.3,1.2,0.8,2.1,6.0,7.2,9.0
Улан­Удэ,2.0,2009,3.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,5.0,4.5,3.7,2.6,1.6,2.2,1.4,0.7,2.0,2.8,6.6,5.4
Ульяновск,4.0,2009,1.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,2.2,1.8,1.5,1.2,0.9,0.6,0.4,0.3,0.4,1.0,1.5,1.8
Ульяновск,5.0,2009,1.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,2.0,2.0,1.2,1.0,0.8,0.5,0.3,0.2,0.3,1.2,1.8,2.0
Усолье­Сибирское,4.0,2009,2.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,6.2,5.6,4.5,2.8,1.4,1.2,0.5,1.4,1.2,1.4,3.3,5.8
Ухта,1.0,2009,1.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,2.0,2.1,1.6,1.2,1.0,0.8,0.4,0.3,0.5,1.0,2.5,2.8
Хабаровск,3.0,2009,3.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,9.0,4.8,3.9,3.0,2.7,1.7,1.6,1.4,1.0,4.3,4.6,6.6
Чапаевск,1.0,2009,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.3,3.0,2.4,2.0,1.4,1.2,0.5,0.3,0.5,0.8,1.8,2.0
Чапаевск,3.0,2009,2.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,4.2,3.9,3.2,2.5,1.8,1.3,0.4,0.3,0.7,1.0,2.5,2.8
Чебоксары,3.0,2009,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,2.6,2.2,3.0,1.9,1.2,1.0,0.4,1.0,0.8,1.2,1.5,2.4
Череповец,2.0,2009,2.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.2,2.2,2.0,1.6,1.8,1.0,1.3,0.6,4.0,1.9,2.8,3.1
Череповец,3.0,2009,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,2.8,3.0,2.1,1.5,1.7,1.6,0.6,0.8,1.0,1.2,2.4,2.8
Черногорск,2.0,2009,6.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,12.0,10.0,6.2,4.5,3.6,1.8,1.5,1.6,4.9,5.2,10.3,13.5
Чита,4.0,2009,7.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,13.0,9.7,9.5,8.8,3.5,1.9,1.1,2.1,4.6,9.5,12.5,13.7
Чита,5.0,2009,6.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,14.0,10.6,7.8,7.0,3.2,2.0,1.0,1.5,5.0,9.4,6.9,10.9
Чита,6.0,2009,3.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,5.8,4.8,4.2,3.3,1.6,0.9,0.7,0.8,0.8,2.2,6.2,7.0
Шахты,1.0,2009,1.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.6,2.6,2.0,1.9,1.8,1.5,0.6,0.8,1.0,1.8,2.5,3.0
Шелехов,3.0,2009,2.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,7.2,5.2,3.8,2.8,1.4,0.7,1.2,0.5,0.6,1.9,2.8,3.5
Щелково,2.0,2009,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,2.0,2.3,1.7,1.5,0.9,0.5,0.8,0.4,0.6,1.2,1.6,2.0
Электросталь,3.0,2009,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.0,2.3,2.0,1.9,1.0,1.0,0.7,0.6,1.0,1.3,1.5,3.0
Южно­Сахалинск,1.0,2009,4.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,7.0,9.3,5.7,5.0,2.7,3.3,1.0,1.6,2.9,4.2,8.6,4.5
Южно­Сахалинск,4.0,2009,4.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,6.2,8.5,4.8,4.3,4.0,2.3,1.5,2.9,5.3,3.0,5.9,6.4
Якутск,1.0,2009,2.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,4.8,3.6,3.2,2.0,1.7,1.0,0.5,1.3,1.4,3.4,4.5,5.0
Якутск,3.0,2009,2.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,5.0,4.0,4.1,3.4,2.6,1.2,0.6,0.4,0.7,1.0,3.0,3.8
Ярославль,1.0,2009,2.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,4.5,5.0,2.5,2.3,2.2,2.0,0.4,1.0,2.3,1.5,2.5,3.0
Ярославль,4.0,2009,2.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,3.7,4.7,4.1,2.6,2.0,1.2,0.6,0.7,1.4,1.6,2.1,2.7
Ясная Поляна,1.0,2009,0.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf,1.3,1.1,1.0,0.7,0.6,0.5,0.2,0.2,0.3,0.6,1.0,1.3
Благовещенск,2.0,2018,0.17,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.18,0.21,0.18,0.24,0.11,0.06,,0.36,0.38,0.03,0.04,0.1
Туймазы,1.0,2018,0.22,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.12,0.28,0.28,0.31,0.13,0.1,0.27,0.32,0.22,0.1,0.39,0.15
Салават,1.0,2018,0.64,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.44,0.66,0.42,0.28,0.16,0.2,0.36,,0.61,0.14,1.51,2.2
Стерлитамак,2.0,2018,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,1.5,1.4,1.3,0.2,0.33,0.23,0.57,0.96,1.2,0.71,3.8,3.2
Уфа,1.0,2018,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,1.9,1.4,0.72,0.65,0.53,0.19,0.74,1.1,,1.3,1.9,3.3
Арзамаc,1.0,2018,0.31,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.11,0.95,0.25,0.44,0.1,0.48,0.44,0.32,0.09,0.16,0.14,0.2
Дзержинск,1.0,2018,0.41,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.18,0.84,0.67,0.34,0.36,0.82,0.22,0.52,0.02,0.34,0.21,0.36
Ижевск,6.0,2018,0.38,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.25,0.62,0.37,0.31,0.27,0.56,0.29,0.64,0.23,0.31,0.27,0.42
Киров,1.0,2018,0.78,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.56,0.76,0.3,0.13,0.41,0.35,0.45,0.61,0.53,1.0,1.83,2.4
Кстово,1.0,2018,0.38,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.43,0.9,0.6,0.4,0.43,0.19,0.23,0.43,0.1,0.35,0.12,0.43
Кирово-Чепецк,1.0,2018,0.86,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.58,1.7,0.56,0.34,0.87,0.9,0.77,0.74,0.16,0.77,1.6,1.3
Новочебоксарск,1.0,2018,0.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.24,0.44,0.19,0.2,0.33,0.21,0.35,0.45,0.35,0.12,0.37,0.29
Саранск,3.0,2018,0.54,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.45,0.66,0.27,0.19,0.57,0.53,0.77,0.91,0.25,0.46,0.34,1.1
Чебоксары,3.0,2018,0.32,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.35,0.21,0.17,0.22,0.32,0.23,0.61,0.52,0.31,0.14,0.26,0.44
Барнаул,1.0,2018,3.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,7.2,7.0,4.2,1.5,0.63,0.71,1.5,0.54,0.78,1.3,2.8,8.8
Бердск,7.0,2018,0.44,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.48,0.38,0.39,0.21,0.46,0.9,0.46,0.1,0.35,0.15,0.11,1.3
Бийск,11.0,2018,3.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,5.7,8.3,3.4,1.3,0.44,0.64,0.64,1.3,0.49,1.1,3.1,13.3
Искитим,1.0,2018,5.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,7.1,17.2,4.3,2.5,1.5,0.76,1.7,0.26,2.3,2.3,3.1,19.7
Кемерово,1.0,2018,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,1.7,6.7,1.7,0.38,0.7,0.74,0.6,1.0,0.82,0.64,0.94,3.8
Новокузнецк,2.0,2018,4.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,9.7,17.2,1.9,2.0,1.4,0.81,4.8,0.63,1.5,2.1,2.3,12.6
Новосибирск,1.0,2018,0.67,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.66,1.4,0.55,0.3,0.76,0.49,0.71,0.06,0.61,0.22,0.14,2.1
Прокопьевск,5.0,2018,2.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,6.2,7.7,2.4,0.84,0.41,0.41,0.73,1.2,0.65,0.57,0.88,6.0
Томск,2.0,2018,0.99,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,2.0,2.0,0.8,0.27,0.31,0.61,0.64,0.71,1.1,0.35,1.5,1.6
Ангарск,25.0,2018,4.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,10.7,5.5,5.2,2.3,0.76,0.83,0.94,,1.2,3.8,11.3,9.4
Байкальск,48.0,2018,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,1.7,4.1,2.0,0.42,,0.98,0.36,,,1.7,2.5,
Братск,2.0,2018,2.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,3.2,2.3,1.5,0.94,1.2,2.0,0.7,1.1,0.84,1.6,12.6,6.2
Бирюсинск,2.0,2018,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,2.3,1.5,0.47,0.74,0.56,1.0,0.84,1.8,5.1,1.2,,2.2
Зима,1.0,2018,5.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,5.6,15.8,3.8,1.4,1.4,1.0,0.64,2.2,1.5,4.5,11.8,11.7
Иркутск,2.0,2018,7.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,,,4.0,1.3,0.77,1.2,,,,3.8,17.6,25.3
Култук,5.0,2018,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,3.0,6.2,2.1,0.36,,1.2,0.58,0.35,0.5,0.74,0.96,
п.Листвянка,1.0,2018,1.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,2.2,1.5,0.6,0.28,0.27,0.96,0.42,0.65,0.46,0.78,1.3,2.7
Саянск,3.0,2018,3.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,9.0,6.2,2.8,1.1,0.38,1.0,0.6,0.71,0.78,1.8,6.7,7.0
Свирск,1.0,2018,14.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,39.2,9.6,15.4,2.2,0.8,2.7,1.2,3.6,5.4,14.6,35.5,43.8
Слюдянка,1.0,2018,0.63,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,1.0,0.71,0.42,0.5,,0.71,0.77,1.5,0.2,0.32,0.17,
Тулун,1.0,2018,3.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,2.9,6.4,5.7,0.48,0.5,1.7,0.89,1.4,0.32,5.5,4.3,11.3
Усолье-Сибирское,4.0,2018,8.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,29.4,14.6,4.8,3.7,0.29,1.9,0.69,0.81,,4.4,13.5,17.0
Усть-Илимск,2.0,2018,0.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.55,0.63,0.25,0.15,0.51,0.53,,0.33,0.36,0.4,0.22,0.45
Черемхово,6.0,2018,8.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,13.8,7.5,3.9,1.5,0.63,1.0,1.9,6.5,0.76,9.3,22.7,33.5
Шелехов,1.0,2018,9.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,19.1,19.1,5.1,1.3,0.33,2.1,2.9,0.77,0.88,1.4,13.6,43.2
Калининград,1.0,2018,0.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,1.4,1.7,1.8,0.46,0.2,0.04,0.44,0.71,0.44,0.36,1.8,1.4
Петропавловск,3.0,2018,0.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.49,0.36,0.53,0.15,0.25,0.26,0.82,0.69,0.28,0.66,1.5,1.2
Камчатский,12.0,2018,0.41,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.54,0.21,0.28,0.15,0.13,0.18,0.37,0.53,0.23,0.32,1.0,0.9
Магадан,2.0,2018,0.67,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.55,0.81,1.3,0.23,0.31,0.33,0.46,0.53,0.4,0.72,0.73,1.6
Армянск,1.0,2018,0.09,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.05,0.06,0.01,0.04,0.12,0.13,0.22,0.13,0.12,0.16,0.03,0.06
Керчь,2.0,2018,0.13,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.18,0.2,0.09,0.03,0.23,0.15,0.18,0.13,0.16,0.07,0.02,0.14
Красноперекопск,1.0,2018,0.11,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.03,0.27,0.08,0.07,0.18,0.11,0.18,0.14,0.14,0.06,0.01,0.03
Севастополь,1.0,2018,0.49,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.7,0.8,0.19,1.1,0.15,0.07,0.16,0.27,0.31,0.32,1.0,0.84
Симферополь,1.0,2018,0.32,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.19,0.22,0.06,0.22,0.24,0.19,0.2,0.16,0.25,0.37,0.94,0.76
Ялта,,2018,0.27,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.76,0.37,0.03,0.09,0.2,0.1,0.38,0.19,0.19,0.08,0.08,0.73
Владимир,1.0,2018,0.12,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.19,0.15,0.09,0.04,0.12,0.13,0.14,0.13,0.04,0.05,0.11,0.29
Волгореченск,1.0,2018,0.28,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.1,0.3,0.46,0.08,0.15,0.11,0.16,0.24,0.12,0.14,0.25,1.3
Воскресенск,1.0,2018,0.42,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.36,0.64,0.52,0.33,0.34,0.21,0.71,0.41,0.13,0.39,0.47,0.5
Иваново,1.0,2018,0.29,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.16,0.23,0.2,0.09,0.17,0.1,0.2,0.15,0.18,0.45,0.52,0.98
Калуга,2.0,2018,0.51,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.68,0.28,0.58,0.06,0.19,0.22,0.35,0.36,0.4,0.55,1.4,1.0
Кострома,3.0,2018,0.45,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.46,0.47,0.4,0.15,0.3,0.23,0.35,0.23,0.35,0.29,0.63,1.5
Коломна,5.0,2018,0.37,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.28,0.44,0.41,0.18,0.21,0.19,0.38,0.24,0.1,0.44,0.38,1.2
Клин,6.0,2018,0.34,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.14,0.57,0.28,0.05,0.24,0.11,0.46,0.29,0.07,0.33,0.36,1.2
Мытищи,1.0,2018,0.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.24,0.35,0.2,0.09,0.3,0.16,0.34,0.1,0.12,0.4,0.36,0.94
Новомосковск,2.0,2018,0.36,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.4,0.46,0.24,0.35,0.2,0.17,0.19,0.29,0.12,0.38,0.72,0.76
Подольск,1.0,2018,0.65,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.89,0.57,0.71,0.3,0.48,0.31,0.43,0.57,0.37,0.71,0.95,1.5
Рязань,1.0,2018,0.36,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.11,0.49,0.22,0.2,0.3,0.17,0.38,0.33,0.26,0.43,0.6,0.85
Серпухов,3.0,2018,0.34,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.22,0.7,0.23,0.17,0.2,0.33,0.52,0.21,0.08,0.25,0.33,0.85
Смоленск,5.0,2018,0.58,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.46,0.53,0.23,0.46,0.43,0.24,0.32,0.31,0.38,0.73,0.46,2.4
Тверь,1.0,2018,0.77,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.27,0.39,0.58,0.61,0.5,0.35,0.46,0.39,0.66,1.6,1.3,2.1
Тула,1.0,2018,0.23,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.15,0.31,0.09,0.07,0.52,0.38,0.4,,0.08,0.23,0.2,0.15
Щелково,2.0,2018,0.42,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.05,0.29,0.31,0.13,0.31,0.13,0.42,0.22,0.15,0.37,0.34,2.3
Электросталь,3.0,2018,0.41,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.14,0.78,0.78,0.13,0.51,0.14,0.15,0.43,0.16,0.24,0.46,1.0
Ясная Поляна,1.0,2018,0.45,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.29,1.3,0.2,0.12,0.34,0.2,0.29,,0.22,0.73,0.24,0.97
Омск,1.0,2018,0.96,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,,,0.91,0.83,0.47,0.5,0.76,0.71,0.25,0.77,1.3,3.0
Салехард,1.0,2018,0.46,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.29,1.7,0.46,0.48,0.17,0.21,0.37,0.39,0.19,0.26,0.64,0.29
Тюмень,3.0,2018,1.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,2.4,2.0,1.1,0.26,0.18,0.28,0.63,0.68,0.42,0.6,0.87,2.9
Балаково,5.0,2018,0.22,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.15,0.42,0.11,0.17,0.36,0.02,0.57,0.35,0.17,0.1,,0.04
Кувандик,2.0,2018,1.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,2.0,2.2,0.42,0.23,0.62,0.07,0.96,0.34,0.44,1.0,1.2,2.3
Медногорск,3.0,2018,1.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,2.0,3.4,0.95,0.73,0.54,0.05,0.43,0.83,0.63,0.52,1.6,1.1
Новокуйбышевск,1.0,2018,0.36,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.16,0.51,0.47,0.25,0.18,0.09,0.38,0.43,0.39,0.31,0.62,0.58
Новотроицк,1.0,2018,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,2.7,2.2,0.86,1.7,1.7,0.14,0.55,0.66,0.88,0.38,1.9,1.6
Оренбург,2.0,2018,1.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,1.7,2.7,0.66,0.81,1.1,0.28,0.83,1.0,1.6,1.6,0.38,1.5
Орск,4.0,2018,2.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,1.8,4.5,1.1,0.54,0.53,0.44,0.94,1.4,1.8,1.7,2.7,6.5
Пенза,3.0,2018,0.45,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.95,1.1,0.67,0.3,0.26,0.06,0.31,0.45,0.2,0.42,0.27,0.51
Самара,7.0,2018,0.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.12,0.26,0.03,0.34,0.27,0.11,0.35,0.34,0.08,0.05,0.19,0.24
Саратов,1.0,2018,0.24,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.21,0.42,0.16,0.38,0.24,0.04,0.38,0.34,0.08,0.12,0.14,0.39
Саратов,5.0,2018,0.24,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.28,0.48,0.17,0.32,0.31,0.07,0.2,0.29,0.1,0.07,0.34,0.24
Сызрань,2.0,2018,0.63,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2018.pdf,0.71,1.5,0.27,0.49,0.37,0.03,0.38,0.51,0.25,0.86,1.2,1.0
