city,station,year,annual_avg,source_url,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
Новокуйбышевск,1.0,2019,0.28,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.37,0.48,0.25,0.25,0.23,0.08,0.07,0.27,0.28,0.03,0.22,0.78
Новотроицк,1.0,2019,0.79,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.3,1.6,0.2,0.56,0.9,0.11,0.53,0.3,0.16,0.11,3.5,1.2
Оренбург,2.0,2019,0.88,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.2,2.6,0.58,0.98,0.53,0.88,0.55,0.59,0.23,0.14,0.26,1.0
Орск,4.0,2019,0.67,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.2,3.3,0.18,0.55,0.01,0.14,0.19,0.25,0.13,0.12,0.28,0.59
Пенза,3.0,2019,0.21,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.24,0.16,0.8,0.11,0.06,0.08,0.07,0.11,0.05,0.05,0.36,0.46
Самара,7.0,2019,0.19,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.08,0.7,0.06,0.15,0.28,0.05,0.1,0.11,0.02,0.03,0.11,0.61
Саратов,1.0,2019,0.23,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.1,0.13,0.04,0.13,0.08,0.12,0.17,0.12,0.07,0.12,1.0,0.69
Саратов,5.0,2019,0.23,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.7,0.21,0.03,0.09,0.09,0.09,0.22,0.07,0.09,0.09,0.41,0.68
Сызрань,2.0,2019,0.48,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.4,0.16,0.11,0.16,0.26,0.06,0.25,0.4,0.43,0.12,0.41,1.0
Сызрань,3.0,2019,0.51,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.3,0.4,0.27,0.27,0.83,0.33,0.28,0.36,1.4,0.3,0.51,0.81
Тольятти,2.0,2019,0.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,1.8,0.68,0.67,0.57,0.43,0.32,0.56,0.72,0.59,1.6,0.98,0.73
Ульяновск,4.0,2019,1.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.2,1.2,1.5,0.13,0.5,0.16,0.4,0.22,1.2,1.0,3.2,2.8
Чапаевск,1.0,2019,0.32,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.43,0.5,0.21,0.09,0.15,0.14,0.18,0.29,0.13,0.14,0.65,0.88
Южно-Сахалинск,1.0,2019,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,3.8,6.5,2.3,1.5,0.64,0.14,0.08,0.13,0.35,1.1,2.3,3.2
Вологда,2.0,2019,0.53,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.95,0.59,0.31,0.54,0.36,0.26,0.19,0.34,0.14,0.73,0.76,1.2
Воркута,3.0,2019,0.35,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.59,0.57,0.24,0.12,0.14,0.11,0.34,0.1,0.7,0.42,0.31,0.56
Коряжма,,2019,0.17,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.05,0.06,0.05,0.1,0.34,0.34,0.16,0.09,0.47,0.14,0.08,0.15
Сыктывкар,9.0,2019,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.0,1.6,1.5,1.1,2.2,0.92,0.41,0.39,1.3,1.7,1.1,1.5
Ухта,1.0,2019,0.12,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.02,0.03,0.11,0.05,0.04,0.2,0.1,0.02,0.2,0.14,0.21,0.36
Череповец,2.0,2019,0.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.39,0.12,0.66,0.21,1.8,0.47,0.29,0.18,2.5,1.2,0.41,1.5
Кириши,4.0,2019,0.27,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.39,0.15,0.17,0.51,0.21,0.15,0.25,0.31,0.24,0.24,0.13,0.54
Надвоицы,2.0,2019,0.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.82,0.98,0.33,0.82,0.14,0.14,0.24,0.14,0.41,0.38,0.79,0.81
Петрозаводск,3.0,2019,0.49,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.2,0.16,0.36,0.71,0.13,0.08,0.19,0.06,0.48,0.53,0.5,0.57
Псков,3.0,2019,0.38,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.67,1.6,0.12,0.8,0.13,0.1,0.04,0.04,0.32,0.33,0.14,0.23
Санкт-Петербург,1.0,2019,0.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.07,0.06,0.05,0.28,0.03,0.07,0.08,0.11,0.09,0.09,0.07,0.17
Азов,2.0,2019,0.39,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.72,0.24,0.65,0.05,1.1,0.18,0.33,0.2,0.13,0.55,0.26,0.34
Астрахань,1.0,2019,0.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.53,0.92,0.13,0.41,0.2,0.2,0.16,0.19,0.14,0.65,0.99,1.5
Владикавказ,1.0,2019,0.24,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.1,0.39,0.08,0.09,0.09,0.48,0.13,0.11,0.29,0.12,0.43,0.54
Волгоград,3.0,2019,0.21,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.15,0.81,0.03,0.08,0.09,0.1,0.11,0.12,0.19,0.02,0.32,0.56
Волгодонск,4.0,2019,0.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.12,0.14,0.11,0.05,0.06,0.07,0.09,0.12,0.09,0.01,,0.24
Волжский,5.0,2019,0.16,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.09,0.11,0.08,0.1,0.13,0.07,0.14,0.09,0.17,0.19,0.34,0.45
Кисловодск,,2019,0.07,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.07,0.09,0.05,0.06,0.06,0.08,0.04,0.13,0.01,0.07,0.06,0.12
Краснодар,9.0,2019,0.21,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.26,0.74,0.03,0.07,0.16,0.12,0.08,0.03,0.09,0.25,0.26,0.39
Махачкала,3.0,2019,0.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.54,1.3,0.09,0.08,0.06,0.45,0.24,0.57,0.03,0.06,0.09,0.12
Мин. Воды,1.0,2019,0.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.08,0.07,0.01,0.03,0.08,0.07,0.13,0.48,0.04,0.05,0.05,0.11
Невинномысск,3.0,2019,0.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.09,0.19,0.04,0.29,0.06,0.11,0.09,0.07,0.04,0.03,0.08,
Новороссийск,2.0,2019,0.34,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.71,0.69,0.61,0.25,0.12,0.07,0.14,0.25,0.01,0.3,0.39,0.49
Новочеркасск,13.0,2019,0.08,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.07,0.05,0.03,0.05,0.05,0.05,0.04,0.24,0.05,0.09,0.12,0.12
Пятигорск,1.0,2019,0.47,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.69,1.1,0.49,0.61,0.27,0.36,0.25,0.24,0.21,0.48,0.4,0.59
Ростов-на-Дону,52.0,2019,0.51,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.94,1.6,0.28,0.24,0.2,0.31,0.17,0.49,0.18,0.59,0.48,0.57
Сочи,4.0,2019,0.08,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.15,0.09,0.04,0.03,0.02,0.01,0.007,0.01,0.04,0.04,0.35,0.19
Ставрополь,7.0,2019,0.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.06,0.17,0.05,0.05,0.13,0.05,0.07,0.23,0.09,0.07,0.08,0.18
Таганрог,2.0,2019,0.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.24,0.31,0.09,0.04,0.1,0.17,0.07,0.08,0.03,0.52,0.34,0.43
Шахты,1.0,2019,0.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.53,0.55,0.13,0.07,0.26,0.28,0.35,0.21,0.27,1.4,0.86,1.1
Абакан,2.0,2019,4.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,12.8,16.5,4.6,0.78,0.34,0.49,0.18,1.0,1.3,1.8,7.2,8.6
Ачинск,3.0,2019,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.2,9.3,0.34,0.04,0.01,0.53,0.17,0.46,0.19,0.14,1.9,3.4
Канск,1.0,2019,2.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,6.5,6.4,2.2,2.2,0.07,0.82,0.21,0.13,0.65,2.5,3.0,4.8
Красноярск,1.0,2019,3.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,7.2,11.9,4.0,0.92,0.63,0.62,0.78,1.5,2.5,1.8,3.8,4.5
Кызыл,2.0,2019,18.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,51.3,9.6,24.8,4.3,1.2,1.1,0.62,0.64,7.0,29.0,38.5,47.3
Лесосибирск,2.0,2019,3.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,14.2,7.5,5.9,1.0,0.11,0.2,0.2,0.58,1.3,1.0,2.4,3.8
Минусинск,2.0,2019,14.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,82.5,35.8,21.6,2.2,1.5,0.58,0.25,0.45,1.8,2.6,9.9,12.8
Назарово,1.0,2019,2.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,8.0,9.5,0.89,0.69,1.2,0.64,0.16,0.53,1.2,0.77,2.0,3.4
Норильск,3.0,2019,0.23,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.13,0.38,0.06,0.27,0.16,0.36,,0.2,0.43,0.08,0.29,
Саяногорск,2.0,2019,1.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,4.3,3.4,0.61,0.05,0.14,0.28,0.09,0.28,0.34,0.91,0.71,1.1
Черногорск,2.0,2019,7.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,40.2,12.2,6.5,1.2,1.0,0.64,0.38,0.38,1.1,4.7,12.0,11.8
Казань,4.0,2019,0.33,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.1,0.13,0.02,0.55,0.22,0.28,0.13,0.48,0.84,0.41,0.39,0.42
Набережные Челны,1.0,2019,0.17,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.08,0.11,0.08,0.31,0.35,0.1,0.11,0.09,0.36,0.1,0.18,0.24
Нижнекамск,1.0,2019,0.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,1.7,1.5,0.07,0.6,0.35,0.49,0.11,1.5,0.28,0.1,0.23,0.33
Брянск,2.0,2019,0.15,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.13,0.04,0.14,0.16,0.21,0.08,0.13,0.09,0.17,0.09,0.24,0.28
Воронеж,1.0,2019,0.17,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.17,0.09,0.05,0.06,0.59,0.03,0.11,0.29,0.23,0.09,0.14,0.21
Губкин,1.0,2019,0.29,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.42,0.22,0.2,0.1,0.31,0.06,0.1,0.19,0.29,0.29,0.6,0.65
Курск,3.0,2019,0.25,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.19,0.36,0.08,0.14,0.32,0.11,0.11,0.06,0.79,0.25,0.26,0.39
Липецк,3.0,2019,0.62,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.55,0.26,0.54,0.2,0.48,0.3,0.18,0.62,0.78,1.8,0.53,1.3
Орел,3.0,2019,0.25,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.53,0.23,0.17,0.31,0.24,0.05,0.12,0.08,0.13,0.32,0.26,0.56
Старый Оскол,1.0,2019,0.27,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.37,0.26,0.17,0.07,0.29,0.04,0.15,0.7,0.35,0.19,0.25,0.42
Тамбов,1.0,2019,0.28,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.36,0.17,0.22,0.08,0.41,0.07,0.25,0.19,0.18,0.26,0.54,0.67
Нерюнгри,3.0,2019,0.69,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,0.77,0.34,0.27,0.39,1.0,0.25,0.06,0.23,0.21,2.5,0.84,1.5
Якутск,1.0,2019,0.79,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf,2.6,1.9,1.1,0.46,0.18,0.19,0.19,0.34,0.15,0.37,0.88,1.2
