city,station,year,month_id,date,value,annual_avg,source_url
Кириши,4.0,2019,1,2019-01-01,0.39,0.27,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Надвоицы,2.0,2019,1,2019-01-01,0.82,0.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Петрозаводск,3.0,2019,1,2019-01-01,2.2,0.49,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Псков,3.0,2019,1,2019-01-01,0.67,0.38,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Санкт-Петербург,1.0,2019,1,2019-01-01,0.07,0.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Азов,2.0,2019,1,2019-01-01,0.72,0.39,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Астрахань,1.0,2019,1,2019-01-01,0.53,0.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Владикавказ,1.0,2019,1,2019-01-01,0.1,0.24,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Волгоград,3.0,2019,1,2019-01-01,0.15,0.21,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Волгодонск,4.0,2019,1,2019-01-01,0.12,0.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Волжский,5.0,2019,1,2019-01-01,0.09,0.16,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Кисловодск,,2019,1,2019-01-01,0.07,0.07,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Краснодар,9.0,2019,1,2019-01-01,0.26,0.21,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Махачкала,3.0,2019,1,2019-01-01,0.54,0.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Мин. Воды,1.0,2019,1,2019-01-01,0.08,0.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Невинномысск,3.0,2019,1,2019-01-01,0.09,0.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Новороссийск,2.0,2019,1,2019-01-01,0.71,0.34,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Новочеркасск,13.0,2019,1,2019-01-01,0.07,0.08,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Пятигорск,1.0,2019,1,2019-01-01,0.69,0.47,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Ростов-на-Дону,52.0,2019,1,2019-01-01,0.94,0.51,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Сочи,4.0,2019,1,2019-01-01,0.15,0.08,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Ставрополь,7.0,2019,1,2019-01-01,0.06,0.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Таганрог,2.0,2019,1,2019-01-01,0.24,0.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Шахты,1.0,2019,1,2019-01-01,0.53,0.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Абакан,2.0,2019,1,2019-01-01,12.8,4.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Ачинск,3.0,2019,1,2019-01-01,2.2,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Канск,1.0,2019,1,2019-01-01,6.5,2.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Красноярск,1.0,2019,1,2019-01-01,7.2,3.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Кызыл,2.0,2019,1,2019-01-01,51.3,18.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Лесосибирск,2.0,2019,1,2019-01-01,14.2,3.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Минусинск,2.0,2019,1,2019-01-01,82.5,14.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Назарово,1.0,2019,1,2019-01-01,8.0,2.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Норильск,3.0,2019,1,2019-01-01,0.13,0.23,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Саяногорск,2.0,2019,1,2019-01-01,4.3,1.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Черногорск,2.0,2019,1,2019-01-01,40.2,7.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Казань,4.0,2019,1,2019-01-01,0.1,0.33,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Набережные Челны,1.0,2019,1,2019-01-01,0.08,0.17,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Нижнекамск,1.0,2019,1,2019-01-01,1.7,0.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Брянск,2.0,2019,1,2019-01-01,0.13,0.15,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Воронеж,1.0,2019,1,2019-01-01,0.17,0.17,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Губкин,1.0,2019,1,2019-01-01,0.42,0.29,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Курск,3.0,2019,1,2019-01-01,0.19,0.25,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Липецк,3.0,2019,1,2019-01-01,0.55,0.62,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Орел,3.0,2019,1,2019-01-01,0.53,0.25,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Старый Оскол,1.0,2019,1,2019-01-01,0.37,0.27,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Тамбов,1.0,2019,1,2019-01-01,0.36,0.28,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Нерюнгри,3.0,2019,1,2019-01-01,0.77,0.69,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Якутск,1.0,2019,1,2019-01-01,2.6,0.79,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2019.pdf
Дата последнего обновления: Абакан,2.0,2009,2,2009-02-01,4.1,3.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
15 марта 2010 Абакан,3.0,2009,2,2009-02-01,5.2,3.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Азов,2.0,2009,2,2009-02-01,2.4,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Ачинск,3.0,2009,2,2009-02-01,4.1,3.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Ачинск,4.0,2009,2,2009-02-01,3.6,3.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Байкальск,48.0,2009,2,2009-02-01,3.2,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Балаково,5.0,2009,2,2009-02-01,3.5,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Барнаул,1.0,2009,2,2009-02-01,5.2,3.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Барнаул,13.0,2009,2,2009-02-01,3.9,2.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Бердск,7.0,2009,2,2009-02-01,2.2,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Бийск,11.0,2009,2,2009-02-01,3.0,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Биробиджан,1.0,2009,2,2009-02-01,3.2,2.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Братск,2.0,2009,2,2009-02-01,2.7,3.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Братск,11.0,2009,2,2009-02-01,6.6,4.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Брянск,2.0,2009,2,2009-02-01,2.5,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Владивосток,1.0,2009,2,2009-02-01,3.6,2.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Владивосток,6.0,2009,2,2009-02-01,4.6,2.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Владикавказ,1.0,2009,2,2009-02-01,2.0,1.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Владимир,1.0,2009,2,2009-02-01,2.2,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Владимир,4.0,2009,2,2009-02-01,1.9,1.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Волгоград,35.0,2009,2,2009-02-01,3.2,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Волгодонск,4.0,2009,2,2009-02-01,3.0,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Волгореченск,1.0,2009,2,2009-02-01,3.0,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Вологда,2.0,2009,2,2009-02-01,3.4,2.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Воркута,3.0,2009,2,2009-02-01,3.1,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Воронеж,1.0,2009,2,2009-02-01,3.0,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Воронеж,7.0,2009,2,2009-02-01,2.2,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Воскресенск,1.0,2009,2,2009-02-01,3.2,1.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Губкин,1.0,2009,2,2009-02-01,2.5,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Губкин,3.0,2009,2,2009-02-01,2.0,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Дзержинск,1.0,2009,2,2009-02-01,4.1,2.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Дзержинск,2.0,2009,2,2009-02-01,4.0,1.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Зима,1.0,2009,2,2009-02-01,5.5,3.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Зима,2.0,2009,2,2009-02-01,10.0,5.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Иваново,1.0,2009,2,2009-02-01,3.0,2.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Ижевск,6.0,2009,2,2009-02-01,3.2,2.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Иркутск,3.0,2009,2,2009-02-01,5.5,4.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Искитим,1.0,2009,2,2009-02-01,7.7,3.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Казань,3.0,2009,2,2009-02-01,4.6,2.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Казань,4.0,2009,2,2009-02-01,2.9,2.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Казань,5.0,2009,2,2009-02-01,4.9,2.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Казань,6.0,2009,2,2009-02-01,2.0,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Казань,7.0,2009,2,2009-02-01,2.9,2.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Казань,8.0,2009,2,2009-02-01,3.0,1.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Калуга,2.0,2009,2,2009-02-01,2.0,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Канск,1.0,2009,2,2009-02-01,4.8,2.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Кемерово,1.0,2009,2,2009-02-01,3.7,2.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Кемерово,10.0,2009,2,2009-02-01,4.2,2.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Кемерово,20.0,2009,2,2009-02-01,6.1,3.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Кириши,4.0,2009,2,2009-02-01,2.5,2.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Кириши,6.0,2009,2,2009-02-01,2.4,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Киров,1.0,2009,2,2009-02-01,2.8,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Кирово­Чепецк,1.0,2009,2,2009-02-01,3.2,2.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Клин,3.0,2009,2,2009-02-01,2.5,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Коломна,5.0,2009,2,2009-02-01,3.3,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Кострома,3.0,2009,2,2009-02-01,2.7,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Краснодар,9.0,2009,2,2009-02-01,2.5,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Красноярск,3.0,2009,2,2009-02-01,9.0,5.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Красноярск,5.0,2009,2,2009-02-01,7.5,4.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Красноярск,7.0,2009,2,2009-02-01,7.2,4.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Красноярск,8.0,2009,2,2009-02-01,7.7,5.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Кстово,1.0,2009,2,2009-02-01,3.3,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Кувандик,2.0,2009,2,2009-02-01,2.2,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Курск,3.0,2009,2,2009-02-01,2.3,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Курск,15.0,2009,2,2009-02-01,2.0,1.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Кызыл,2.0,2009,2,2009-02-01,9.0,5.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Липецк,3.0,2009,2,2009-02-01,3.6,2.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Липецк,6.0,2009,2,2009-02-01,2.3,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Липецк,8.0,2009,2,2009-02-01,1.8,1.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Магадан,2.0,2009,2,2009-02-01,4.0,2.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Медногорск,3.0,2009,2,2009-02-01,1.6,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Мин. Воды,1.0,2009,2,2009-02-01,1.5,1.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Минусинск,2.0,2009,2,2009-02-01,9.0,4.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Москва,2.0,2009,2,2009-02-01,2.2,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Москва,18.0,2009,2,2009-02-01,3.2,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Москва,20.0,2009,2,2009-02-01,3.4,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Москва,21.0,2009,2,2009-02-01,2.9,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Москва,34.0,2009,2,2009-02-01,4.7,2.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Мытищи,1.0,2009,2,2009-02-01,3.4,2.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Набережные Челны,1.0,2009,2,2009-02-01,3.0,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Набережные Челны,2.0,2009,2,2009-02-01,4.5,2.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Надвоицы,2.0,2009,2,2009-02-01,3.7,3.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Назарово,1.0,2009,2,2009-02-01,5.0,2.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Назарово,2.0,2009,2,2009-02-01,6.0,3.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Нерюнгри,3.0,2009,2,2009-02-01,2.4,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Нижнекамск,1.0,2009,2,2009-02-01,3.5,2.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Новокузнецк,2.0,2009,2,2009-02-01,6.0,3.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Новокузнецк,10.0,2009,2,2009-02-01,6.3,5.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Новокузнецк,18.0,2009,2,2009-02-01,7.0,5.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Новокуйбышевск,1.0,2009,2,2009-02-01,2.7,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Новокуйбышевск,4.0,2009,2,2009-02-01,2.0,1.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Новомосковск,2.0,2009,2,2009-02-01,2.3,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Новосибирск,1.0,2009,2,2009-02-01,4.0,2.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Новосибирск,21.0,2009,2,2009-02-01,4.5,2.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Новосибирск,25.0,2009,2,2009-02-01,3.2,2.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Новочебоксарск,1.0,2009,2,2009-02-01,3.0,1.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Норильск,3.0,2009,2,2009-02-01,2.2,1.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Омск,7.0,2009,2,2009-02-01,2.6,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Омск,26.0,2009,2,2009-02-01,3.6,2.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Омск,27.0,2009,2,2009-02-01,4.2,2.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Орел,3.0,2009,2,2009-02-01,3.2,2.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Оренбург,2.0,2009,2,2009-02-01,2.6,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Оренбург,6.0,2009,2,2009-02-01,2.0,1.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Орск,4.0,2009,2,2009-02-01,1.8,1.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Орск,5.0,2009,2,2009-02-01,2.0,1.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Пенза,3.0,2009,2,2009-02-01,2.4,1.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Петрозаводск,3.0,2009,2,2009-02-01,3.5,2.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Подольск,1.0,2009,2,2009-02-01,2.7,2.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Прокопьевск,5.0,2009,2,2009-02-01,3.4,2.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Псков,3.0,2009,2,2009-02-01,2.0,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Пятигорск,1.0,2009,2,2009-02-01,1.5,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Ростов­на­Дону,52.0,2009,2,2009-02-01,3.0,2.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Ростов­на­Дону,55.0,2009,2,2009-02-01,3.3,1.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Рязань,3.0,2009,2,2009-02-01,2.9,2.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Рязань,6.0,2009,2,2009-02-01,1.8,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Салехард,1.0,2009,2,2009-02-01,3.0,1.7,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Самара,7.0,2009,2,2009-02-01,2.8,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Самара,8.0,2009,2,2009-02-01,2.2,1.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Самара,11.0,2009,2,2009-02-01,3.2,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Санкт­Петербург,1.0,2009,2,2009-02-01,2.3,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Санкт­Петербург,2.0,2009,2,2009-02-01,3.0,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Санкт­Петербург,4.0,2009,2,2009-02-01,3.2,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Санкт­Петербург,7.0,2009,2,2009-02-01,3.2,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Санкт­Петербург,10.0,2009,2,2009-02-01,4.0,2.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Санкт­Петербург,12.0,2009,2,2009-02-01,3.2,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Санкт­Петербург,27.0,2009,2,2009-02-01,2.0,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Саранск,3.0,2009,2,2009-02-01,3.0,2.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Саратов,1.0,2009,2,2009-02-01,2.6,2.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Саратов,2.0,2009,2,2009-02-01,2.3,2.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Саратов,5.0,2009,2,2009-02-01,2.0,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Саяногорск,2.0,2009,2,2009-02-01,3.1,2.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Саянск,3.0,2009,2,2009-02-01,2.0,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Селингинск,1.0,2009,2,2009-02-01,7.8,3.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Серпухов,3.0,2009,2,2009-02-01,3.5,2.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Смоленск,5.0,2009,2,2009-02-01,2.8,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Ставрополь,7.0,2009,2,2009-02-01,2.0,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Старый Оскол,1.0,2009,2,2009-02-01,3.2,1.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Старый Оскол,2.0,2009,2,2009-02-01,3.5,1.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Старый Оскол,13.0,2009,2,2009-02-01,3.0,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Сургут,1.0,2009,2,2009-02-01,2.0,1.4,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Сызрань,2.0,2009,2,2009-02-01,3.8,1.9,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Сызрань,3.0,2009,2,2009-02-01,2.3,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Сыктывкар,9.0,2009,2,2009-02-01,3.5,2.1,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Сыктывкар,10.0,2009,2,2009-02-01,3.2,1.5,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Таганрог,2.0,2009,2,2009-02-01,2.5,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Тамбов,1.0,2009,2,2009-02-01,2.6,1.6,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Тверь,1.0,2009,2,2009-02-01,3.3,2.2,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Тольятти,2.0,2009,2,2009-02-01,2.2,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Тольятти,7.0,2009,2,2009-02-01,2.7,1.8,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Томск,2.0,2009,2,2009-02-01,3.2,2.0,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
Туймазы,1.0,2009,2,2009-02-01,2.6,1.3,https://www.rpatyphoon.ru/upload/medialibrary/benzapiren/bp_2009.pdf
